ImageId,EncodedPixels
20200324_143724, 93452 1 93962 7 94473 8 94985 9 95497 8 96008 9 96520 9 97031 10 97542 12 98052 14 98563 15 99075 15 99586 16 100098 17 100610 17 101122 18 101634 18 102146 18 102657 19 103169 18 103681 18 104193 17 104705 17 105217 17 105729 17 106241 17 106753 17 107265 17 107777 17 108289 17 108801 17 109313 18 109826 17 110338 17 110850 17 111362 17 111874 17 112386 18 112898 18 113410 18 113922 19 114434 19 114947 18 115459 17 115971 17 116483 16 116995 16 117508 15 118021 13 118534 12 119046 12 119559 10 120072 9 120584 9 121097 7 121609 6 122122 4
20200324_143724, 95003 2 95514 5 96026 5 96537 4 97049 4 97560 7 98072 9 98583 12 99094 15 99605 17 100117 17 100629 17 101140 19 101652 19 102164 19 102676 19 103187 20 103699 19 104210 20 104722 20 105234 20 105746 19 106258 20 106770 20 107282 20 107794 20 108306 21 108818 21 109331 20 109843 20 110355 21 110867 21 111379 21 111891 21 112404 20 112916 21 113428 21 113941 20 114455 18 114967 17 115479 17 115992 16 116504 16 117017 15 117529 14 118041 14 118553 14 119066 13 119578 13 120090 12 120602 12 121114 12 121626 11 122139 10 122651 9 123163 8 123676 6 124189 2
20200324_143724, 131949 8 132459 11 132971 12 133483 13 133994 14 134506 14 135017 15 135529 16 136040 17 136552 17 137063 18 137574 19 138086 19 138597 21 139108 22 139620 22 140132 22 140644 22 141156 22 141668 22 142180 22 142691 22 143203 22 143715 22 144227 22 144739 22 145251 22 145763 22 146275 22 146787 21 147299 21 147811 21 148323 21 148835 20 149347 20 149860 19 150372 19 150885 16 151399 13 151914 5 151920 1
20200324_143724, 101683 3 102184 2 102192 8 102695 18 103207 20 103718 22 104230 23 104742 24 105254 25 105765 26 106278 26 106790 26 107302 27 107814 27 108327 27 108839 27 109351 27 109863 27 110376 27 110888 27 111400 27 111912 28 112424 28 112940 25 113453 24 113967 23 114480 22 114993 22 115505 22 116018 21 116531 20 117043 20 117557 18 118073 14 118587 12 119101 10 119615 8 120129 5
20200324_143724, 213834 6 214343 14 214852 20 215363 23 215387 3 215875 27 216387 28 216899 28 217411 29 217923 29 218435 29 218947 29 219459 29 219972 28 220484 28 220996 29 221509 28 222022 27 222535 26 223048 25 223560 24 224073 23 224585 23 225097 23 225610 22 226122 21 226634 21 227147 20 227660 10 227673 5 228188 1
20200324_143724, 153955 6 154466 9 154977 11 155488 12 156000 14 156511 16 157022 18 157533 20 158045 21 158556 23 159068 23 159580 23 160091 24 160603 25 161115 25 161627 26 162139 26 162651 26 163163 26 163675 26 164187 27 164699 27 165211 27 165723 27 166235 27 166747 27 167259 27 167771 28 168283 28 168794 29 169306 29 169818 29 170330 29 170842 29 171354 28 171866 28 172378 28 172890 28 173402 27 173914 27 174426 26 174938 26 175450 25 175963 24 176475 23 176988 22 177503 18 178016 17 178529 15 179042 14 179555 13 180068 11 180582 7
20200324_143724, 158467 5 158979 5 159490 6 160002 7 160513 9 161025 9 161537 10 162048 11 162560 12 163072 12 163584 13 164095 14 164607 15 165119 15 165631 16 166142 17 166654 18 167166 18 167678 18 168190 18 168702 18 169214 18 169726 19 170237 20 170749 20 171261 20 171774 19 172285 20 172797 20 173310 20 173822 20 174334 20 174846 20 175358 20 175870 21 176382 21 176895 20 177407 20 177919 20 178431 20 178943 20 179456 19 179968 19 180481 18 180993 18 181506 17 182018 17 182531 16 183043 16 183554 17 184066 17 184579 15 185092 14 185604 14 186116 13 186629 12 187141 12 187653 11 188165 11 188677 11 189189 10 189702 8
20200324_143724, 30412 3 30923 5 31434 7 31945 9 32455 12 32964 16 33476 16 33987 17 34499 18 35011 19 35523 19 36035 20 36547 20 37059 20 37571 20 38083 20 38595 20 39107 19 39619 19 40131 19 40643 19 41155 19 41667 18 42179 17 42691 17 43203 16 43715 16 44228 14 44740 14 45252 13 45764 13 46276 13 46789 11 47301 10 47814 9 48326 7 48840 4
20200324_143724, 63794 8 64305 13 64817 16 65329 20 65841 22 66353 24 66865 26 67378 26 67890 27 68403 27 68915 28 69427 28 69940 28 70452 29 70964 29 71476 30 71988 30 72501 30 73013 30 73525 30 74038 30 74551 29 75064 29 75576 30 76088 30 76600 30 77113 29 77625 29 78137 30 78649 30 79162 29 79675 28 80190 25 80704 23 81218 21 81731 19 82244 18 82757 16 83270 14 83783 12 84296 10 84809 7
20200324_143724, 38167 4 38678 6 39190 6 39701 8 40213 9 40724 11 41236 11 41748 12 42260 13 42772 13 43283 15 43795 15 44307 16 44819 16 45331 17 45843 17 46355 17 46866 19 47378 19 47890 19 48402 19 48914 19 49426 19 49938 19 50450 19 50962 19 51474 19 51986 19 52498 18 53010 18 53523 17 54035 17 54547 17 55059 17 55571 16 56083 16 56595 16 57108 13 57621 11 58133 11 58646 9 59158 8 59671 7 60184 4
20200324_143724, 156846 7 157355 15 157866 20 158378 21 158889 23 159400 25 159911 27 160422 29 160934 30 161446 30 161957 31 162469 32 162981 32 163492 33 164003 35 164515 35 165026 36 165537 37 166049 37 166561 37 167072 38 167584 38 168096 38 168609 37 169121 36 169634 35 170147 33 170659 32 171172 30 171685 28 172199 25 172712 23 173226 17 173244 2 173738 17 174253 12 174769 7 175285 1
20200324_143724, 227653 7 227670 3 228164 24 228676 24 229187 25 229698 26 230209 27 230721 27 231232 28 231744 28 232256 28 232768 29 233280 28 233792 29 234303 30 234815 29 235324 32 235836 32 236347 33 236859 33 237371 33 237883 33 238394 34 238907 33 239419 33 239931 32 240444 31 240958 27 241471 21 241988 12 242503 1
20200324_143724, 41725 6 42236 8 42747 12 43259 14 43771 15 44282 17 44794 18 45305 20 45817 20 46329 21 46841 22 47353 22 47865 22 48377 23 48889 23 49401 23 49914 23 50426 23 50938 23 51450 24 51962 24 52474 24 52986 24 53498 25 54010 25 54522 25 55035 24 55547 24 56059 24 56572 23 57085 22 57599 20 58111 20 58624 18 59137 17 59649 17 60162 15 60674 15 61188 13 61702 11 62215 9 62728 7 63243 1 63245 1
20200324_143724, 19108 3 19619 4 20129 7 20641 7 21152 8 21663 9 22175 9 22687 9 23198 10 23710 10 24221 11 24733 11 25245 11 25756 12 26268 12 26779 13 27291 13 27802 14 28314 14 28826 14 29337 16 29849 16 30361 16 30872 17 31384 17 31896 17 32408 17 32919 18 33431 18 33942 19 34453 20 34965 20 35477 20 35989 20 36501 20 37013 20 37525 20 38037 19 38549 19 39061 19 39573 19 40086 17 40598 17 41111 15 41624 14 42136 13 42648 13 43160 12 43673 9 44186 7
20200324_143724, 101220 14 101731 17 102243 18 102755 19 103267 19 103779 19 104290 20 104802 21 105314 21 105826 21 106338 21 106850 22 107362 22 107874 22 108386 21 108898 21 109411 20 109923 20 110435 21 110947 21 111459 21 111972 21 112486 19 112999 18 113512 17 114025 16 114538 15 115051 14 115564 12 116076 11 116590 8
20200324_143724, 209048 6 209559 11 210069 17 210580 19 211090 25 211601 26 212113 27 212625 27 213137 27 213649 28 214161 28 214674 27 215187 26 215699 26 216211 26 216723 26 217237 23 217750 22 218262 22 218775 20 219287 16 219800 14
20200324_143724, 49314 5 49825 6 50337 6 50849 6 51360 7 51871 8 52382 10 52892 12 53403 13 53914 14 54426 15 54937 16 55449 16 55961 16 56472 17 56984 18 57496 19 58007 21 58519 22 59031 22 59542 23 60054 24 60566 24 61078 24 61590 24 62103 24 62615 24 63127 24 63639 24 64152 22 64664 22 65176 21 65689 18 66202 13 66714 11 67227 8 67739 1 67741 6 68253 6 68765 4
20200324_143724, 239843 1 240354 2 240864 4 241375 6 241886 8 242397 10 242908 12 243418 14 243929 17 244441 19 244952 21 245464 21 245975 21 246486 22 246998 22 247510 22 248022 22 248534 22 249045 24 249557 25 250069 23 250582 24 251094 24 251607 23 252119 23 252631 23 253143 23 253656 22 254169 21 254681 21 255194 20 255708 18 256220 17 256733 16 257247 12 257760 11 258275 7
20200324_143724, 232084 7 232595 10 233106 12 233617 15 234128 17 234639 19 235150 22 235662 23 236174 24 236686 24 237198 25 237711 24 238223 25 238735 25 239248 25 239761 24 240273 25 240786 24 241298 25 241810 25 242323 25 242835 27 243348 26 243860 27 244373 26 244886 25 245398 25 245911 24 246424 23 246936 22 247449 21 247962 19 248476 17 248989 16 249503 13 250021 1
20200324_143723, 239250 5 239760 9 240271 12 240782 15 241293 16 241804 18 242315 20 242826 21 243338 22 243850 22 244361 23 244873 23 245385 23 245897 23 246409 23 246921 23 247433 23 247945 23 248457 23 248969 23 249481 23 249993 22 250505 22 251017 22 251529 22 252041 21 252553 21 253065 21 253578 19 254090 17 254602 16 255115 9 255628 5
20200324_143723, 71344 1 71848 3 71852 1 71855 2 72359 10 72869 12 73370 1 73374 1 73377 16 73882 24 74394 24 74906 24 75418 24 75930 24 76442 24 76954 24 77466 24 77978 24 78490 24 79002 24 79514 24 80026 24 80538 24 81050 24 81562 24 82074 23 82586 23 83098 23 83610 23 84122 22 84634 22 85146 22 85658 21 86170 21 86682 21 87194 20 87706 19 88220 14 88734 10 89249 5
20200324_143723, 77055 5 77565 9 78065 1 78074 12 78570 28 79080 30 79590 32 80102 32 80612 33 81123 33 81634 33 82144 34 82654 36 83164 38 83675 38 84187 38 84698 38 85210 38 85722 38 86234 37 86745 38 87258 37 87770 36 88282 36 88794 35 89307 33 89820 31 90333 29 90847 26 91361 23 91875 19 92389 17 92907 6
20200324_143723, 78136 5 78143 3 78645 22 79155 25 79665 27 80175 29 80686 31 81197 33 81709 33 82220 34 82731 36 83243 36 83755 37 84267 37 84779 37 85291 38 85803 38 86316 37 86831 34 87347 30 87859 30 88372 29 88885 29 89399 27 89912 26 90424 27 90937 27 91450 26 91963 25 92475 25 92988 23 93500 23 94013 22 94525 21 95038 20 95551 18 96064 18 96577 19 96603 1 97091 25 97613 13
20200324_143723, 241893 7 242402 11 242912 15 243423 17 243934 18 244445 19 244956 21 245467 22 245979 22 246490 23 247003 22 247514 23 248026 23 248539 22 249051 22 249563 22 250076 21 250588 20 251101 19 251614 17 252126 17 252640 14 253152 13 253665 12 254178 9 254691 7 255205 4
20200324_143723, 89875 2 90385 4 90894 7 91405 8 91916 9 92428 9 92939 7 92947 1 93450 8 93962 8 93971 1 94473 11 94984 13 95495 14 96006 15 96517 16 97028 17 97539 18 98050 18 98562 18 99074 17 99585 18 100097 18 100609 18 101121 18 101633 17 102144 18 102656 18 103168 17 103680 17 104192 17 104703 18 105215 18 105727 17 106239 17 106751 17 107263 17 107775 17 108287 17 108799 17 109311 17 109823 17 110335 17 110847 17 111359 17 111872 16 112384 16 112896 16 113408 16 113920 16 114432 16 114944 17 115456 17 115969 16 116481 16 116993 16 117505 17 118017 15 118530 12 119042 11 119554 10 120067 8 120579 7 121092 5
20200324_143723, 56992 5 57502 10 58012 13 58523 16 59035 18 59546 20 60058 20 60569 22 61079 24 61591 24 62103 25 62613 27 63125 27 63637 27 64148 28 64660 28 65171 29 65682 29 66192 31 66702 33 67214 32 67725 33 68238 33 68751 32 69264 31 69777 31 70291 29 70806 26 71319 25 71831 17 71851 1 71853 2 72344 15 72857 12 73371 3 73375 2
20200324_143723, 91948 3 92459 5 92971 5 93482 8 93994 11 94506 13 95018 14 95530 15 96041 17 96554 16 97066 16 97578 16 98090 17 98602 17 99114 17 99625 19 100137 19 100649 20 101161 20 101674 20 102186 21 102698 21 103210 21 103722 21 104234 21 104747 20 105259 20 105771 21 106283 21 106795 21 107307 21 107819 21 108331 21 108844 20 109356 20 109868 20 110380 20 110892 20 111405 19 111917 19 112429 19 112942 18 113454 18 113967 17 114480 16 114993 15 115505 15 116018 14 116530 14 117043 12 117555 12 118069 10 118582 8 119098 3
20200324_143723, 177956 3 178463 9 178971 14 179482 15 179993 16 180504 17 181015 18 181525 20 182035 22 182547 22 183059 22 183570 23 184082 23 184593 23 185105 23 185617 23 186128 24 186639 25 187150 25 187662 25 188173 26 188685 26 189196 26 189709 25 190221 24 190732 24 191244 24 191756 23 192267 24 192779 23 193291 22 193803 21 194314 21 194826 20 195338 18 195849 16 196361 12 196874 6 197386 5 197898 4
20200324_143723, 222058 7 222568 10 223078 14 223590 14 224101 16 224612 17 225123 19 225635 19 226146 21 226657 22 227169 22 227680 23 228192 23 228704 23 229216 22 229728 22 230240 22 230752 22 231264 22 231776 22 232288 22 232800 21 233312 21 233824 21 234336 21 234848 20 235360 20 235873 18 236385 17 236897 17 237410 15 237924 13 238436 12 238948 11 239462 9 239974 8 240486 7 240998 7 241511 7 242023 6 242535 6 243046 7 243557 8 244070 5 244584 1
20200324_143723, 60655 3 61161 12 61669 18 62177 24 62683 31 63194 33 63705 34 64216 37 64727 38 65239 39 65751 40 66263 40 66775 41 67287 42 67800 41 68313 41 68826 41 69339 40 69852 40 70366 38 70879 38 71392 37 71905 36 72419 34 72933 32 73448 18 73470 6 73962 13 74474 12 74988 8 75502 3
20200324_143723, 70987 6 71498 8 72010 9 72522 11 73034 14 73546 16 74058 18 74570 19 75082 20 75594 20 76106 21 76618 22 77130 22 77642 22 78155 22 78667 22 79180 21 79692 21 80204 21 80717 21 81230 20 81742 20 82254 20 82767 20 83279 20 83792 20 84304 20 84816 20 85329 19 85841 19 86353 19 86865 19 87377 18 87889 18 88401 17 88914 16 89426 15 89938 15 90451 14 90964 13 91476 12 91988 12 92500 12 93011 12 93523 12 94035 12 94546 12 95058 12 95569 13 96082 11 96596 7
20200324_143723, 123747 4 124259 5 124770 7 125281 10 125793 11 126305 13 126817 14 127329 16 127841 17 128353 18 128865 19 129377 19 129889 21 130401 21 130913 22 131425 22 131937 23 132449 23 132961 23 133474 22 133986 22 134498 22 135010 22 135522 23 136034 23 136547 22 137059 22 137571 22 138083 22 138595 22 139107 22 139619 22 140131 22 140644 20 141156 20 141668 20 142180 20 142694 18 143208 16 143721 15 144234 13 144747 12 145260 11 145772 11 146285 10 146797 10 147309 9 147822 8 148334 8 148847 7 149360 5 149872 5
20200324_143723, 90389 1 90391 1 90393 1 90901 8 91413 8 91925 8 92437 8 92946 1 92948 11 93458 13 93970 1 93972 11 94484 11 94997 10 95509 10 96021 11 96533 11 97045 11 97557 12 98068 13 98580 13 99091 14 99603 14 100115 15 100627 16 101139 16 101650 17 102162 17 102674 18 103185 19 103697 20 104209 20 104721 21 105233 21 105744 22 106256 22 106768 22 107280 22 107792 22 108304 23 108816 23 109328 23 109840 23 110352 23 110864 22 111376 22 111888 22 112400 22 112912 22 113424 22 113936 22 114448 22 114961 21 115473 21 115985 21 116497 20 117009 20 117522 18 118034 18 118546 17 119058 17 119570 16 120084 14 120596 13 121108 13 121620 13 122132 12 122645 11 123157 11 123669 11 124181 10 124693 9 125205 9 125718 8 126230 7 126743 5 127256 2
20200324_143723, 34510 2 35021 5 35533 5 36044 8 36555 10 37066 13 37578 14 38090 15 38601 16 39113 16 39625 17 40137 18 40649 18 41160 19 41672 20 42184 20 42696 20 43208 20 43721 19 44233 18 44745 18 45257 18 45769 18 46282 17 46794 17 47306 16 47818 16 48330 15 48842 15 49355 14 49867 14 50379 13 50891 13 51404 11 51917 10 52431 6
20200324_143723, 227655 6 228165 9 228676 13 229188 15 229699 18 230211 19 230723 20 231235 20 231747 19 232259 19 232770 19 233282 19 233794 19 234306 19 234817 20 235329 21 235841 23 236352 24 236864 24 237376 25 237887 26 238399 26 238911 26 239423 26 239935 26 240447 26 240959 26 241471 26 241983 25 242495 24 243007 24 243519 23 244031 23 244543 23 245055 22 245568 20 246081 17 246594 10 247107 8 247619 7 248131 7 248645 2
20200324_143723, 17557 3 18068 5 18580 5 19092 6 19604 6 20115 8 20627 8 21139 9 21651 9 22163 10 22675 11 23187 11 23699 11 24211 12 24723 12 25235 13 25747 13 26259 14 26771 15 27283 15 27796 15 28308 16 28820 17 29332 17 29844 17 30356 17 30868 17 31380 18 31892 18 32403 19 32915 19 33427 19 33939 19 34451 19 34963 19 35475 19 35987 19 36499 19 37011 19 37523 18 38036 17 38548 16 39060 16 39572 16 40084 15 40596 15 41108 14 41620 14 42133 12 42645 12 43158 10 43671 8 44184 6 44697 3
20200324_143723, 156516 2 157026 10 157537 15 158048 17 158559 19 159070 20 159582 21 160093 22 160604 24 161116 25 161628 25 162139 26 162651 27 163163 27 163675 27 164187 27 164699 28 165211 28 165723 28 166235 28 166747 28 167259 28 167771 28 168283 28 168795 28 169306 29 169818 29 170330 29 170842 29 171354 28 171866 28 172378 28 172890 27 173402 27 173914 26 174426 26 174938 25 175451 24 175963 24 176475 23 176988 22 177500 22 178012 22 178525 20 179040 16 179554 14 180066 14 180579 12 181092 11 181604 11 182116 10 182629 8 183143 4
20200324_143723, 156334 2 156843 15 157354 19 157866 20 158377 21 158888 23 159398 27 159909 29 160420 30 160930 33 161442 34 161953 36 162464 37 162975 39 163487 39 163998 40 164510 40 165022 40 165534 41 166047 39 166559 39 167072 39 167585 37 168097 37 168611 35 169124 33 169637 31 170149 31 170662 29 171175 28 171688 26 172201 24 172714 22 173228 19 173741 17 174254 15 174769 7
20200324_143723, 40191 2 40701 6 41212 8 41724 10 42235 12 42747 13 43259 13 43771 14 44283 14 44795 15 45307 16 45819 17 46331 17 46843 18 47354 20 47866 20 48378 21 48890 21 49402 21 49914 21 50426 21 50938 22 51451 21 51963 21 52475 21 52987 21 53499 21 54011 21 54523 21 55035 21 55547 21 56059 21 56572 20 57084 20 57597 19 58109 19 58622 18 59134 18 59647 17 60160 16 60673 15 61186 13 61699 12 62212 11 62725 10 63238 8 63750 8 64265 2
20200324_143723, 214345 9 214857 13 215366 17 215876 21 216388 23 216900 27 217412 28 217924 28 218436 29 218947 30 219459 30 219971 30 220484 29 220996 29 221508 29 222020 29 222534 26 223048 24 223561 23 224073 23 224586 22 225098 22 225610 22 226123 21 226635 21 227148 20 227661 18 228174 16 228689 11
20200324_143723, 37142 3 37653 5 38164 7 38676 7 39188 7 39700 8 40212 9 40724 10 41235 12 41747 13 42259 13 42771 14 43283 14 43795 14 44307 15 44818 16 45330 17 45842 17 46354 17 46866 18 47378 18 47889 19 48401 19 48913 19 49425 19 49937 19 50449 19 50961 19 51473 19 51985 19 52497 19 53009 18 53521 18 54033 18 54545 17 55057 17 55569 17 56081 17 56593 16 57105 15 57617 14 58130 12 58642 11 59155 9 59667 9 60180 8 60692 6 61205 2 61208 1
20200324_143742, 89357 3 89869 4 90380 6 90892 6 91403 8 91915 8 92427 9 92939 9 93450 10 93962 11 94474 10 94985 11 95497 11 96008 13 96520 13 97031 14 97542 15 98052 17 98563 18 99075 18 99586 19 100098 18 100609 18 101121 18 101633 18 102145 17 102656 18 103168 17 103680 17 104192 17 104704 17 105216 17 105728 16 106240 17 106752 17 107264 17 107776 16 108288 16 108800 16 109312 17 109824 17 110336 17 110848 17 111360 17 111873 16 112385 16 112897 16 113409 16 113921 16 114433 16 114945 16 115457 16 115969 17 116481 17 116993 18 117505 17 118018 13 118530 12 119042 11 119554 10 120066 10 120578 10 121091 8 121603 6
20200324_143742, 77567 6 78076 10 78570 29 79079 32 79591 32 80101 33 80612 34 81123 34 81633 36 82143 37 82653 38 83163 40 83675 39 84186 39 84698 39 85210 39 85722 39 86233 40 86745 39 87257 39 87770 38 88282 37 88794 37 89307 35 89820 33 90334 30 90849 26 91362 24 91876 20 92389 19 92905 12 93420 4
20200324_143742, 69295 1 69807 1 70319 1 70831 2 71343 2 71855 2 72366 3 72872 9 73381 12 73882 1 73891 15 74394 24 74906 24 75418 24 75930 24 76442 25 76953 26 77465 26 77977 26 78489 26 79001 26 79513 26 80025 25 80538 24 81050 24 81562 24 82074 23 82586 23 83098 23 83610 23 84122 22 84633 23 85146 22 85658 22 86170 21 86682 21 87194 21 87706 21 88221 15 88737 7
20200324_143742, 240274 6 240785 10 241296 12 241806 15 242316 18 242826 21 243338 22 243849 23 244361 23 244873 23 245385 23 245896 24 246408 24 246920 24 247432 24 247944 24 248456 24 248968 24 249480 23 249993 22 250505 22 251017 22 251528 22 252040 22 252552 22 253063 22 253575 21 254086 20 254598 11 254612 1 254614 1 255110 10 255623 8 256136 7 256649 4 257161 3
20200324_143742, 177956 5 178462 11 178972 13 179482 15 179993 16 180503 19 181014 20 181525 21 182036 22 182547 22 183059 22 183570 23 184082 23 184593 24 185105 24 185616 24 186127 25 186638 26 187150 25 187662 25 188173 26 188685 26 189197 26 189709 25 190221 25 190733 24 191245 23 191757 22 192268 23 192780 22 193292 21 193804 20 194315 21 194827 20 195339 19 195851 16 196363 14 196875 11 197386 11 197899 9 198411 8 198923 6 199436 4 199948 2
20200324_143742, 91435 1 91946 4 92458 6 92970 9 93482 11 93994 13 94506 14 95017 16 95529 17 96041 17 96553 18 97065 18 97577 19 98089 19 98601 19 99113 19 99625 20 100137 20 100649 20 101161 20 101673 21 102185 21 102697 21 103209 22 103721 22 104233 22 104745 22 105257 22 105770 21 106282 22 106794 22 107306 22 107818 22 108331 21 108843 21 109355 21 109868 20 110380 20 110893 19 111405 19 111917 19 112430 18 112942 18 113455 17 113967 17 114480 16 114993 14 115505 14 116018 13 116530 13 117043 12 117555 12 118067 12 118581 9 119094 7
20200324_143742, 32968 6 33479 10 33990 12 34501 15 35013 15 35525 16 36037 17 36548 19 37060 19 37572 19 38084 19 38595 21 39107 21 39619 21 40131 20 40643 20 41155 20 41667 20 42179 20 42691 20 43203 20 43715 20 44228 19 44740 19 45253 18 45765 18 46277 18 46790 17 47303 16 47816 15 48328 15 48841 14 49354 12 49867 11 50380 10 50892 9 51405 6
20200324_143742, 61161 12 61669 19 62178 24 62686 29 63197 31 63707 34 64218 36 64729 38 65241 39 65752 41 66264 42 66776 44 67288 46 67800 47 68313 47 68826 47 69338 48 69852 46 70365 46 70879 44 71392 43 71905 41 72418 37 72933 32 73448 22 73963 16 74477 12 74990 8 75502 8
20200324_143742, 57505 3 58014 10 58525 12 59037 14 59548 16 60060 17 60571 19 61082 21 61593 22 62105 22 62616 23 63127 25 63639 25 64151 25 64662 26 65173 27 65684 27 66196 27 66707 28 67219 28 67731 28 68243 28 68755 28 69268 27 69782 25 70295 24 70808 23 71320 23 71833 22 72345 21 72857 15 73370 11 73883 8
20200324_143742, 78139 2 78644 11 79153 16 79664 18 80175 20 80686 24 80712 2 81198 31 81710 32 82222 33 82733 36 83245 45 83757 46 84269 46 84782 46 85295 47 85810 45 86324 43 86838 42 87351 41 87864 40 88377 39 88889 39 89402 38 89914 38 90426 38 90939 37 91451 37 91964 36 92477 34 92989 34 93501 33 94014 31 94526 30 95039 29 95552 27 96065 26 96579 24 97093 21 97608 16 98129 3
20200324_143742, 41724 5 42235 8 42747 9 43259 11 43771 12 44283 14 44795 15 45307 16 45819 18 46331 19 46843 19 47354 21 47866 21 48378 22 48890 22 49402 22 49914 23 50426 23 50938 23 51450 23 51962 23 52474 23 52986 23 53498 23 54010 23 54522 23 55035 22 55547 22 56059 22 56572 21 57084 21 57597 20 58109 20 58623 18 59136 17 59649 15 60162 14 60675 13 61189 11 61702 10 62215 9 62729 6 63243 2
20200324_143742, 107363 1 107872 13 108383 16 108895 17 109406 18 109917 20 110429 20 110940 21 111452 21 111963 21 112475 21 112987 21 113499 21 114010 22 114522 22 115034 22 115546 22 116058 22 116570 22 117082 22 117594 21 118106 21 118618 21 119130 20 119642 20 120154 19 120666 19 121178 18 121690 18 122202 17 122714 17 123226 16 123738 16 124250 15 124762 15 125274 14 125787 13 126299 12 126811 12 127323 12 127835 11 128347 11 128859 10 129372 8 129885 6
20200324_143742, 214349 5 214856 11 215364 17 215875 19 216387 21 216899 24 217411 28 217922 30 218434 30 218946 31 219459 30 219971 30 220483 30 220995 30 221507 30 222020 29 222532 29 223046 27 223559 26 224072 25 224584 25 225097 24 225610 23 226122 23 226635 22 227147 22 227660 19 228172 17 228685 14 229198 7 229714 1
20200324_143742, 156522 2 157031 9 157541 11 158052 13 158563 15 159074 17 159585 19 160097 20 160608 21 161116 1 161118 24 161628 26 162140 26 162652 27 163164 27 163675 28 164187 28 164700 27 165212 27 165724 27 166236 27 166748 27 167260 27 167772 27 168284 27 168796 27 169308 27 169820 27 170332 27 170844 27 171356 26 171868 26 172380 25 172892 25 173404 25 173916 24 174428 24 174940 24 175452 23 175965 22 176478 20 176990 20 177502 20 178015 18 178528 17 179040 16 179554 14 180067 12 180579 12 181091 11 181603 11 182116 9 182628 9 183141 6
20200324_143742, 17557 3 18069 4 18580 5 19092 5 19604 6 20115 7 20627 8 21139 8 21651 8 22163 9 22675 9 23187 10 23699 11 24211 11 24723 12 25235 12 25747 13 26259 13 26771 14 27283 15 27795 16 28307 16 28819 17 29331 17 29843 18 30355 18 30867 18 31379 18 31891 18 32403 18 32915 18 33427 18 33939 18 34451 18 34963 18 35475 18 35987 18 36499 18 37011 18 37523 17 38035 18 38547 18 39060 16 39573 15 40085 14 40598 13 41110 12 41623 10 42135 10 42647 9 43160 7 43672 7 44185 4 44698 1
20200324_143742, 229695 7 230204 13 230715 16 231226 19 231737 21 232248 23 232760 23 233271 24 233783 24 234293 26 234805 27 235316 28 235828 28 236340 28 236852 28 237364 28 237876 28 238388 27 238900 27 239413 26 239926 25 240440 23 240953 22 241466 21 241978 21 242490 21 243003 20 243515 19 244028 18 244540 17 245053 15 245565 14 246078 13 246592 9 247107 2
20200324_143742, 91419 1 91930 4 92441 5 92953 7 93464 8 93976 8 94488 9 95000 9 95512 10 96023 11 96534 12 97046 12 97558 12 98070 13 98582 14 99093 15 99605 15 100116 16 100627 17 101139 17 101651 18 102162 19 102674 19 103185 21 103697 21 104209 21 104721 22 105233 22 105744 23 106257 22 106769 22 107281 22 107792 23 108304 23 108816 23 109329 22 109841 22 110353 22 110865 22 111377 22 111889 22 112401 22 112913 22 113425 22 113937 22 114449 22 114961 22 115473 22 115986 21 116498 20 117011 19 117523 19 118035 17 118547 17 119059 1 119061 14 119573 14 120085 13 120597 13 121110 11 121622 11 122134 11 122646 10 123159 9 123671 9 124183 9 124696 7 125208 7 125721 5
20200324_143742, 242912 12 243421 18 243932 20 244442 22 244953 24 245465 24 245976 25 246488 26 246999 27 247511 27 248023 27 248536 26 249048 25 249560 25 250073 24 250585 23 251097 22 251609 22 252122 20 252634 19 253146 17 253659 15 254171 12 254684 8 255197 5
20200324_143742, 156845 9 157355 17 157866 18 158377 21 158888 23 159398 25 159909 28 160420 30 160930 33 161441 35 161952 36 162462 39 162973 40 163485 41 163997 41 164509 41 165022 40 165534 40 166047 39 166559 39 167072 38 167585 36 168098 35 168612 33 169125 31 169637 31 170150 29 170662 29 171176 26 171689 25 172201 24 172715 21 173228 19 173741 17 174255 14 174772 2
20200324_143742, 227679 1 228189 2 228699 4 229205 10 229715 11 230227 11 230739 11 231250 12 231762 12 232272 14 232784 15 233296 16 233808 16 234319 17 234832 16 235344 16 235856 16 236368 16 236880 17 237392 17 237904 19 238415 19 238927 18 239439 17 239951 17 240463 16 240975 14 241487 12 241999 10 242511 8 243024 1
20200324_143742, 38678 2 39189 5 39700 7 40212 8 40723 9 41235 10 41747 10 42259 11 42771 12 43283 12 43795 13 44307 13 44819 14 45331 14 45843 15 46355 15 46866 16 47378 17 47890 17 48402 17 48914 18 49426 18 49938 18 50450 18 50962 18 51474 18 51986 18 52498 18 53010 18 53522 19 54034 18 54546 18 55058 18 55570 18 56082 17 56594 17 57106 16 57619 14 58131 14 58643 13 59156 11 59669 10 60182 8 60695 5 61209 3 61722 1
20200324_143742, 222572 5 223082 10 223592 12 224104 12 224615 13 225126 15 225638 16 226149 17 226660 18 227169 21 227680 22 228191 23 228703 24 229215 23 229726 24 230238 25 230750 25 231262 24 231774 24 232286 24 232799 23 233312 22 233824 22 234336 22 234848 22 235360 21 235872 20 236384 21 236897 20 237409 18 237923 14 238438 5
